words	labels	sentence_id
orientalis	O	42
Ungnadia	O	42
speciosa	O	42
Acacia	O	42
xanthophloea	O	42
Enterolobium	O	42
contortisiliquum	O	42
ART	O	42
Í	O	42
CU	O	42
LOS	O	42
DI	O	42
V	O	42
ERSOS	O	42
SOBRE	O	42
PLAN	O	42
T	O	42
AS,	O	42
J	O	42
ARDI	O	42
N	O	42
ERÍ	O	42
A,	O	42
ARBORI	O	42
CU	O	42
LT	O	42
U	O	42
RA,	O	42
ET	O	42
C	O	42
Familia:	O	43
Anacardiaceae	O	43
Nombre	O	43
común:	O	43
Falso	B	43
pimentero	I	43
Cordyline	B	44
terminalis	I	44
(L	O	44
Legumbre	O	45
de	O	45
7-15	O	45
cm	O	45
de	O	45
longitud,	O	45
plana	O	45
y	O	45
lisa,	O	45
de	O	45
color	O	45
marrón,	O	45
con	O	45
las	O	45
marcas	O	45
de	O	45
las	O	45
semillas	O	45
Especie	O	46
resistente	O	46
que,	O	46
como	O	46
otras	O	46
acacias	O	46
australianas,	O	46
resiste	O	46
su	O	46
proximidad	O	46
a	O	46
la	O	46
costa	O	46
Ramas	O	47
generalmente	O	47
horizontales	O	47
o	O	47
escasamente	O	47
péndulas	O	47
Zona	O	48
11	O	48
LICUALA	B	48
SPINOSA	I	48
Thunb	B	48
Su	O	49
corteza	O	49
se	O	49
emplea	O	49
para	O	49
fabricar	O	49
calzados,	O	49
cestas,	O	49
cajas,	O	49
etc	O	49
Corteza	O	50
gruesa,	O	50
corchosa,	O	50
más	O	50
o	O	50
menos	O	50
profundamente	O	50
agrietada	O	50
Yucca	B	51
elephantipes	I	51
Regel	O	51
Familia:	O	52
Fabaceae	O	52
(Leguminosae)	O	52
Nombre	O	52
común:	O	52
Acacia	B	52
del	I	52
Japón	I	52
Lugar	O	52
de	O	52
origen:	O	52
China,	O	52
Corea	O	52
Zona	O	53
9	O	53
a	O	53
11	O	53
PRITCHARDIA	B	53
HILLEBRANDII	I	53
Becc	B	53
Familia:	I	54
Caesalpiniaceae	O	54
(Leguminosae)	O	54
Nombre	O	54
común:	O	54
Espino	O	54
de	O	54
Jerusalén,	O	54
parkinsonia	O	54
Nombre	O	55
común:	O	55
Árbol	B	55
de	I	55
las	I	55
salchichas	I	55
Lugar	O	55
de	O	55
origen:	O	55
Nativo	O	55
de	O	55
las	O	55
sabanas	O	55
de	O	55
África	O	55
Zona	O	56
10-11	O	56
ANNONA	B	56
CHERIMOLA	I	56
Mill	O	56
Zona	O	57
9	O	57
Especies	O	57
relacionadas:	O	57
Bencomia	O	57
sphaerocarpa	O	57
Marcetella	B	57
moquiniana	I	57
FICUS	B	57
BENJAMINA	I	57
L	O	57
5	O	58
cm	O	58
de	O	58
longitud	O	58
Legumbre	O	59
de	O	59
4-12	O	59
cm	O	59
de	O	59
longitud,	O	59
plana,	O	59
curvada,	O	59
algo	O	59
comprimida	O	59
entre	O	59
las	O	59
semillas,	O	59
de	O	59
color	O	59
pardo	O	59
rojizo	O	59
Pinus	B	60
canariensis	I	60
Chr	O	60
Zona	O	61
9	O	61
WASHINGTONIA	B	61
ROBUSTA	I	61
H	O	61
Etimología:	O	62
Acacia,	O	62
del	O	62
griego	O	62
akis	O	62
=punta,	O	62
aludiendo	O	62
a	O	62
las	O	62
espinas	O	62
de	O	62
las	O	62
especies	O	62
de	O	62
acacias	O	62
africanas,	O	62
ya	O	62
que	O	62
las	O	62
australianas	O	62
normalmente	O	62
carecen	O	62
de	O	62
ellas	O	62
Familia:	O	63
Hamamelidaceae	O	63
Nombre	O	63
común:	O	63
Árbol	B	63
de	I	63
hierro	I	63
Lugar	O	63
de	O	63
origen:	O	63
Persia	O	63
Etimología:	O	63
Parrotia,	O	63
dedicado	O	63
a	O	63
F	O	63
Familia:	O	64
Salicaceae	O	64
Nombre	O	64
común:	O	64
Álamo	B	64
blanco	I	64
Zona	O	65
8-9	O	65
BAUHINIA	O	65
x	O	65
BLAKEANA	O	65
Dunn	O	65
Familia:	O	65
Caesalpiniaceae	O	65
(Leguminosae)	O	65
Nombre	O	65
común:	O	65
árbol	B	65
orquídea	I	65
de	I	65
Hong	I	65
Kong	I	65
Hong	O	65
Kong	O	65
orchid	O	65
tree,	O	65
Purple	O	65
orchid	O	65
tree	O	65
Lugar	O	65
de	O	65
origen:	O	65
probable	O	65
cruce	O	65
entre	O	65
Bauhinia	B	65
purpurea	I	65
y	O	65
Bauhinia	O	65
variegata	O	65
hallado	O	65
en	O	65
Hong	O	65
Kong	O	65
en	O	65
1880	O	65
Etimología:	O	65
Género	O	65
dedicado	O	65
a	O	65
los	O	65
hermanos	O	65
Bauhin,	O	65
botánicos	O	65
suizos	O	65
del	O	65
siglo	O	65
XVI-XVII	O	65
Zona	O	66
7	O	66
TILIA	O	66
DASYSTYLA	O	66
Steven	O	66
Familia:	O	66
Tiliaceae	O	66
Nombre	O	66
común:	O	66
Tilo	B	66
del	I	66
Cáucaso	I	66
Zona	O	67
11	O	67
TILIA	O	67
HENRYANA	B	67
Szysz	I	67
Nombre	O	68
común:	O	68
Nogal	B	68
amargo	I	68
Bitternut	O	68
hickory,	O	68
swamp	O	68
hickory,	O	68
pignut	O	68
Lugar	O	68
de	O	68
origen:	O	68
Especie	O	68
originaria	O	68
del	O	68
este	O	68
de	O	68
América	O	68
del	O	68
Norte	O	68
Nombre	O	69
común:	O	69
Falso	B	69
acebo,	I	69
Acebo	B	69
chino	I	69
Holly	O	69
olive,	O	69
Chinese	O	69
holly,	O	69
False	O	69
holly	O	69
Lugar	O	69
de	O	69
origen:	O	69
Japón	O	69
Etimología:	O	69
Osmanthus,	O	69
del	O	69
griego	O	69
osme	O	69
=	O	69
fragancia	O	69
u	O	69
olor	O	69
y	O	69
anthos	O	69
=	O	69
flor,	O	69
aludiendo	O	69
a	O	69
la	O	69
fragancia	O	69
de	O	69
sus	O	69
flores	O	69
)	O	70
Thouin,	O	70
Chaenomeles	O	70
sinensis	B	70
(Dum	I	70
Rubra	O	71
=	O	71
Plumeria	B	71
rubra	I	71
tiene	O	71
flores	O	71
rojizas	O	71
o	O	71
rosadas	O	71
con	O	71
el	O	71
centro	O	71
amarillo	O	71
Pseudoacacia	O	72
significa	O	72
falsa	B	72
acacia	I	72
Nombre	O	73
común:	O	73
Pacana,	O	73
Pecán,	O	73
Nogal	B	73
americano	I	73
Pecan	O	73
Lugar	O	73
de	O	73
origen:	O	73
Especie	O	73
originaria	O	73
de	O	73
EE	O	73
Familia:	I	74
Arecaceae	O	74
(Palmae)	O	74
Nombre	O	74
común:	O	74
Palmera	O	74
de	O	74
Hillebrand	O	74
Ctenanthe	B	75
lubbersiana	I	75
(E	O	75
Gray	I	76
Familia:	O	76
Malvaceae	O	76
Nombre	O	76
común:	O	76
Hibisco	O	76
de	O	76
Arnott	O	76
Nombre	O	77
común:	O	77
Árbol	B	77
orquídea,	I	77
Pata	B	77
de	I	77
vaca	I	77
Orchid	O	77
tree	O	77
Lugar	O	77
de	O	77
origen:	O	77
Asia	O	77
tropical	O	77
Lugar	O	78
de	O	78
origen:	O	78
Norteamérica	O	78
Don	O	79
Acacia	B	79
farnesiana	I	79
(L	O	79
Zona	O	80
10	O	80
APOLLONIAS	B	80
BARBUJANA	I	80
(Cav	O	80
Descripción:	O	81
Árbol	O	81
caducifolio	O	81
de	O	81
más	O	81
de	O	81
10	O	81
m	O	81
de	O	81
altura	O	81
con	O	81
tronco	O	81
de	O	81
corteza	O	81
lisa,	O	81
amarillenta,	O	81
y	O	81
copa	O	81
más	O	81
o	O	81
menos	O	81
redondeada	O	81
)	O	82
Hieron	O	82
Familia:	O	82
Caricacaceae	O	82
Sinónimos:	B	82
Vasconcella	I	82
quercifolia	I	82
St	O	82
Nombre	O	83
común:	O	83
Palmera	B	83
solitaria	I	83
Crista-galli,	O	84
proviene	O	84
del	O	84
latín	O	84
y	O	84
significa	O	84
cresta	B	84
de	I	84
gallo,	I	84
aludiendo	O	84
a	O	84
la	O	84
forma	O	84
de	O	84
sus	O	84
flores	O	84
de	O	84
color	O	84
rojo	O	84
Es	O	85
uno	O	85
de	O	85
los	O	85
árboles	O	85
madereros	O	85
más	O	85
importantes,	O	85
con	O	85
múltiples	O	85
aplicaciones	O	85
(carpintería,	O	85
ebanistería	O	85
y	O	85
pasta	O	85
de	O	85
papel)	O	85
(Palmera	O	86
de	O	86
cola	O	86
de	O	86
pescado)	O	86
Caryota	B	86
mitis	I	86
Lour	O	86
Subclase	O	87
Arecidae	O	87
Orden	O	87
Capparales	O	87
Orden	O	87
Arecales	O	87
Familia	O	87
Moringaceae	O	87
Orden	O	87
Ericales	O	87
Familia	O	87
Clethraceae	O	87
Familia	O	87
Ericaceae	O	87
Familia	O	87
Arecaceae	O	87
(Palmae)	O	87
Acoelorraphe	O	87
wrightii	O	87
(1	O	87
foto)	O	87
Allagoptera	O	87
arenaria	O	87
(1	O	87
foto)	O	87
Archontophoenix	O	87
alexandrae	O	87
(1	O	87
foto)	O	87
Archontophoenix	O	87
cunninghamiana	O	87
(1	O	87
foto)	O	87
Arbutus	O	87
andrachne	O	87
(1	O	87
foto)	O	87
Arbutus	O	87
x	O	87
andrachnoides	O	87
(2	O	87
fotos)	O	87
Arbutus	B	87
canariensis	I	87
(3	O	87
fotos)	O	87
Arbutus	O	87
unedo	O	87
(4	O	87
fotos)	O	87
Rhododendron	O	87
augustinii	O	87
(1	O	87
foto)	O	87
Orden	O	87
Ebenales	O	87
Familia	O	87
Sapotaceae	O	87
Bumelia	O	87
lycioides	O	87
(1	O	87
foto)	O	87
Manilkara	B	87
zapota	I	87
(2	O	87
fotos)	O	87
Pouteria	B	87
campechiana	I	87
(1	O	87
foto)	O	87
Familia	O	87
Ebenaceae	O	87
Diospyros	O	87
kaki	O	87
(3	O	87
fotos)	O	87
Diospyros	O	87
virginiana	O	87
(2	O	87
fotos)	O	87
Familia	O	87
Styracaceae	O	87
Pterostyrax	O	87
hispida	O	87
(1	O	87
foto)	O	87
Orden	O	87
Primulales	O	87
Familia	O	87
Myrsinaceae	O	87
V	O	87
Familia:	O	88
Fabaceae	O	88
(Leguminosae)	O	88
Nombre	O	88
común:	O	88
Árbol	B	88
coral	I	88
de	I	88
Natal	I	88
Sinónimos:	O	88
Erythrina	O	88
princeps	O	88
A	O	88
Son	O	89
de	O	89
color	O	89
rosa	O	89
pálido	O	89
a	O	89
rosa	O	89
fuerte,	O	89
dependiendo	O	89
de	O	89
la	O	89
variedad	O	89
Legumbres	O	90
lineares,	O	90
de	O	90
5-14	O	90
cm	O	90
de	O	90
longitud,	O	90
rectas	O	90
o	O	90
ligeramente	O	90
curvadas	O	90
y	O	90
con	O	90
la	O	90
superficie	O	90
ondulada,	O	90
algo	O	90
constreñidas	O	90
entre	O	90
las	O	90
semillas,	O	90
que	O	90
se	O	90
disponen	O	90
longitudinalmente	O	90
Filodios	O	91
estrechamente	O	91
lineares,	O	91
gruesos,	O	91
de	O	91
7-15	O	91
cm	O	91
de	O	91
longitud	O	91
y	O	91
1-2	O	91
mm	O	91
de	O	91
grosor,	O	91
algo	O	91
curvados	O	91
hacia	O	91
el	O	91
ápice,	O	91
agudos	O	91
Etimología:	O	92
Acacia,	O	92
del	O	92
griego	O	92
akis	O	92
=punta,	O	92
aludiendo	O	92
a	O	92
las	O	92
espinas	O	92
de	O	92
las	O	92
especies	O	92
de	O	92
acacias	O	92
africanas,	O	92
ya	O	92
que	O	92
las	O	92
australianas	O	92
normalmente	O	92
carecen	O	92
de	O	92
ellas	O	92
Familia:	O	93
Rutaceae	O	93
Nombre	O	93
común:	O	93
Zapote	B	93
blanco,	I	93
pera	B	93
mexicana	I	93
Lugar	O	93
de	O	93
origen:	O	93
Especie	O	93
nativa	O	93
de	O	93
Méjico	O	93
y	O	93
América	O	93
Central	O	93
Familia:	O	94
Pinaceae	O	94
Nombre	O	94
común:	O	94
Pino	B	94
piñonero	I	94
Stone	O	94
pine	O	94
Lugar	O	94
de	O	94
origen:	O	94
Circunmediterránea	O	94
Ficus	B	95
carica	I	95
L	O	95
Flores	O	96
de	O	96
color	O	96
amarillo	O	96
limón	O	96
en	O	96
cabezuelas	O	96
globosas	O	96
sobre	O	96
delgado	O	96
pedicelo	O	96
Familia:	O	97
Cupressaceae	O	97
Nombre	O	97
común:	O	97
Ciprés	B	97
común	I	97
Lugar	O	97
de	O	97
origen:	O	97
Su	O	97
área	O	97
de	O	97
distribución	O	97
original	O	97
no	O	97
está	O	97
bien	O	97
determinada,	O	97
ya	O	97
que	O	97
fue	O	97
muy	O	97
cultivado	O	97
desde	O	97
la	O	97
antigüedad	O	97
Etimología:	O	98
Abies,	O	98
nombre	O	98
clásico	O	98
latino	O	98
del	O	98
abeto	O	98
)	I	99
H	I	99
Henry,	B	100
Pinus	I	100
eldarica	I	100
Medw	B	100
Seleccione	O	101
la	O	101
familia	O	101
deseada	O	101
para	O	101
ver	O	101
más	O	101
detalles	O	101
de	O	101
la	O	101
misma	O	101
DIVISION	O	101
PINOPHYTA	O	101
(Gimnospermas)	O	101
CLASE	O	101
CYCADOPSIDA	O	101
Orden	O	101
Ginkgoales	O	101
Familia	O	101
Ginkgoaceae	O	101
Ginkgo	O	101
biloba	O	101
(3	O	101
fotos)	O	101
CLASE	O	101
CONIFEROPSIDA	O	101
(Coníferas)	O	101
Orden	O	101
Coniferales	O	101
Familia	O	101
Cupressaceae	O	101
Calocedrus	O	101
decurrens	O	101
(4	O	101
fotos)	O	101
Chamaecyparis	O	101
lawsoniana	O	101
(1	O	101
foto)	O	101
Chamaecyparis	O	101
nootkatensis	O	101
(1	O	101
foto)	O	101
Cupressocyparis	O	101
leylandii	O	101
(1	O	101
foto)	O	101
Cupressus	O	101
arizonica	O	101
(4	O	101
fotos)	O	101
Cupressus	O	101
funebris	O	101
(1	O	101
foto)	O	101
Cupressus	O	101
macrocarpa	O	101
(1	O	101
foto)	O	101
Cupressus	B	101
sempervirens	I	101
(3	O	101
fotos)	O	101
Juniperus	B	101
cedrus	I	101
(2	O	101
fotos)	O	101
Juniperus	O	101
oxycedrus	O	101
(2	O	101
fotos)	O	101
Juniperus	O	101
virginiana	O	101
(1	O	101
foto)	O	101
Platycladus	O	101
orientalis	O	101
(3	O	101
fotos)	O	101
Tetraclinis	O	101
articulata	O	101
(4	O	101
fotos)	O	101
Familia	O	101
Pinaceae	O	101
Abies	O	101
concolor	O	101
(1	O	101
foto)	O	101
Abies	O	101
x	O	101
masjoani	O	101
(1	O	101
foto)	O	101
Abies	O	101
nordmanniana	O	101
(1	O	101
foto)	O	101
Abies	O	101
pinsapo	O	101
(2	O	101
fotos)	O	101
Cedrus	O	101
atlantica	O	101
(2	O	101
fotos)	O	101
Cedrus	O	101
deodara	O	101
(1	O	101
foto)	O	101
Cedrus	O	101
libani	O	101
(1	O	101
foto)	O	101
Larix	O	101
decidua	O	101
(1	O	101
foto)	O	101
Picea	O	101
glauca	O	101
(2	O	101
fotos)	O	101
Picea	O	101
pungens	O	101
(1	O	101
foto)	O	101
Familia	O	101
Caesalpiniaceae	O	101
Bauhinia	O	101
forficata	O	101
(2	O	101
fotos)	O	101
Bauhinia	B	101
purpurea	I	101
(2	O	101
fotos)	O	101
Bauhinia	O	101
variegata	O	101
(5	O	101
fotos)	O	101
Brownea	O	101
grandiceps	O	101
(2	O	101
fotos)	O	101
Caesalpinia	O	101
pulcherrima	O	101
(2	O	101
fotos)	O	101
Caesalpinia	O	101
spinosa	O	101
(2	O	101
fotos)	O	101
Cassia	B	101
fistula	I	101
(1	O	101
foto)	O	101
Cassia	O	101
spectabilis	O	101
(3	O	101
fotos)	O	101
Ceratonia	B	101
siliqua	I	101
(5	O	101
fotos)	O	101
Delonix	O	101
regia	O	101
(4	O	101
fotos)	O	101
Gleditsia	O	101
sinensis	O	101
(3	O	101
fotos)	O	101
Gleditsia	O	101
triacanthos	O	101
(4	O	101
fotos)	O	101
Gymnocladus	O	101
dioica	O	101
(2	O	101
fotos)	O	101
Parkinsonia	B	101
aculeata	I	101
(4	O	101
fotos)	O	101
Tamarindus	B	101
indica	I	101
(4	O	101
fotos)	O	101
Familia	O	101
Mimosaceae	O	101
Acacia	O	101
albida	O	101
(2	O	101
fotos)	O	101
Acacia	O	101
caven	O	101
(1	O	101
foto)	O	101
Acacia	O	101
cognata	O	101
(1	O	101
foto)	O	101
Acacia	B	101
cyclops	I	101
(3	O	101
fotos)	O	101
Acacia	O	101
dealbata	O	101
(1	O	101
foto)	O	101
Acacia	B	101
farnesiana	I	101
(2	O	101
fotos)	O	101
Acacia	O	101
karroo	O	101
(1	O	101
foto)	O	101
Acacia	O	101
longifolia	O	101
(2	O	101
fotos)	O	101
Acacia	O	101
melanoxylon	O	101
(2	O	101
fotos)	O	101
Acacia	O	101
retinodes	O	101
(2	O	101
fotos)	O	101
Acacia	O	101
salicina	O	101
(1	O	101
foto)	O	101
Acacia	O	101
saligna	O	101
(3	O	101
fotos)	O	101
Acacia	O	101
seyal	O	101
(1	O	101
foto)	O	101
Acacia	O	101
suaveolens	O	101
(1	O	101
foto)	O	101
Acacia	O	101
subulata	O	101
(1	O	101
foto)	O	101
Acacia	O	101
trineura	O	101
(2	O	101
fotos)	O	101
Acacia	O	101
verticillata	O	101
(2	O	101
fotos)	O	101
Acacia	O	101
xanthophloea	O	101
(3	O	101
fotos)	O	101
Albizia	O	101
julibrissin	O	101
(4	O	101
fotos)	O	101
Albizia	O	101
lebbeck	O	101
(2	O	101
fotos)	O	101
Picea	O	101
smithiana	O	101
(2	O	101
fotos)	O	101
Pinus	O	101
brutia	O	101
(2	O	101
fotos)	O	101
Pinus	B	101
canariensis	I	101
(3	O	101
fotos)	O	101
Pinus	O	101
halepensis	O	101
(2	O	101
fotos)	O	101
Pinus	O	101
nigra	O	101
(3	O	101
fotos)	O	101
Pinus	O	101
pinaster	O	101
(3	O	101
fotos)	O	101
Pinus	O	101
pinea	O	101
(2	O	101
fotos)	O	101
Pinus	B	101
sylvestris	I	101
(1	O	101
foto)	O	101
Pinus	O	101
wallichiana	O	101
(3	O	101
fotos)	O	101
Pseudotsuga	O	101
menziesii	O	101
(3	O	101
fotos)	O	101
Familia	O	101
Taxodiaceae	O	101
Cryptomeria	O	101
japonica	O	101
(2	O	101
fotos)	O	101
Cunninghamia	O	101
lanceolata	O	101
(2	O	101
fotos)	O	101
Sciadopitys	O	101
verticillata	O	101
(1	O	101
foto)	O	101
Sequoiadendron	O	101
giganteum	O	101
(1	O	101
foto)	O	101
Taiwania	O	101
cryptomerioides	O	101
(2	O	101
fotos)	O	101
Taxodium	O	101
distichum	O	101
(2	O	101
fotos)	O	101
Taxodium	O	101
mucronatum	O	101
(2	O	101
fotos)	O	101
Familia	O	101
Podocarpaceae	O	101
Afrocarpus	O	101
gracilior	O	101
(1	O	101
foto)	O	101
Podocarpus	O	101
neriifolius	O	101
(2	O	101
fotos)	O	101
Familia	O	101
Cephalotaxaceae	O	101
Cephalotaxus	O	101
fortunei	O	101
(1	O	101
foto)	O	101
Cephalotaxus	O	101
harringtonia	O	101
(2	O	101
fotos)	O	101
Familia	O	101
Araucariaceae	O	101
Agathis	O	101
dammara	O	101
(3	O	101
fotos)	O	101
Araucaria	O	101
angustifolia	O	101
(1	O	101
foto)	O	101
Araucaria	O	101
araucana	O	101
(2	O	101
fotos)	O	101
Araucaria	O	101
bidwillii	O	101
(2	O	101
fotos)	O	101
Araucaria	B	101
heterophylla	I	101
(2	O	101
fotos)	O	101
CLASE	O	101
TAXOPSIDA	O	101
Orden	O	101
Taxales	O	101
Familia	O	101
Taxaceae	O	101
Taxus	B	101
baccata	I	101
(2	O	101
fotos)	O	101
DIVISION	O	101
MAGNOLIOPHYTA	O	101
(Angiospermas)	O	101
CLASE	O	101
MAGNOLIOPSIDA	O	101
(Dicotiledoneas)	O	101
Albizia	O	101
lophantha	O	101
(4	O	101
fotos)	O	101
Calliandra	O	101
haematocephala	O	101
(1	O	101
foto)	O	101
Calliandra	O	101
surinamensis	O	101
(1	O	101
foto)	O	101
Calliandra	O	101
tweedii	O	101
(1	O	101
foto)	O	101
Enterolobium	O	101
contortisiliquum	O	101
(3	O	101
fotos)	O	101
Leucaena	B	101
leucocephala	I	101
(3	O	101
fotos)	O	101
Parkia	O	101
javanica	O	101
(2	O	101
fotos)	O	101
Pithecellobium	O	101
tortum	O	101
(2	O	101
fotos)	O	101
Prosopis	O	101
chilensis	O	101
(3	O	101
fotos)	O	101
Prosopis	O	101
tamarugo	O	101
(2	O	101
fotos)	O	101
Samanea	B	101
saman	I	101
(2	O	101
fotos)	O	101
Orden	O	101
Myrtales	O	101
Familia	O	101
Sonneratiaceae	O	101
Duabanga	O	101
sonneratioides	O	101
(1	O	101
foto)	O	101
Familia	O	101
Lythraceae	O	101
Lagerstroemia	O	101
indica	O	101
(3	O	101
fotos)	O	101
Familia	O	101
Thymelaeaceae	O	101
Familia	O	101
Myrtaceae	O	101
Callistemon	O	101
viminalis	O	101
(4	O	101
fotos)	O	101
Eucalyptus	B	101
camaldulensis	I	101
(3	O	101
fotos)	O	101
Eucalyptus	O	101
cinerea	O	101
(3	O	101
fotos)	O	101
Eucalyptus	O	101
cladocalyx	O	101
(1	O	101
foto)	O	101
Eucalyptus	O	101
erythrocorys	O	101
(1	O	101
foto)	O	101
Eucalyptus	O	101
ficifolia	O	101
(4	O	101
fotos)	O	101
Eucalyptus	B	101
globulus	I	101
(3	O	101
fotos)	O	101
Eucalyptus	O	101
gomphocephala	O	101
(3	O	101
fotos)	O	101
Eucalyptus	O	101
occidentalis	O	101
(1	O	101
foto)	O	101
Eucalyptus	O	101
salmonophloia	O	101
(2	O	101
fotos)	O	101
Eucalyptus	O	101
sideroxylon	O	101
(4	O	101
fotos)	O	101
Eucalyptus	O	101
torquata	O	101
(1	O	101
foto)	O	101
Eucalyptus	O	101
viminalis	O	101
(4	O	101
fotos)	O	101
Eugenia	B	101
uniflora	I	101
(2	O	101
fotos)	O	101
Feijoa	O	101
sellowiana	O	101
(3	O	101
fotos)	O	101
Melaleuca	O	101
armillaris	O	101
(2	O	101
fotos)	O	101
Melaleuca	O	101
ericifolia	O	101
(3	O	101
fotos)	O	101
Metrosideros	O	101
excelsa	O	101
(1	O	101
foto)	O	101
Psidium	B	101
guajava	I	101
(3	O	101
fotos)	O	101
Syzygium	B	101
jambos	I	101
(3	O	101
fotos)	O	101
Familia	O	101
Punicaceae	O	101
Punica	B	101
granatum	I	101
(3	O	101
fotos)	O	101
I	O	101
Zonas	O	102
7	O	102
a	O	102
9	O	102
ACACIA	O	102
SALIGNA	O	102
(Labill	O	102
Cuando	O	103
está	O	103
en	O	103
plena	O	103
floración	O	103
es	O	103
un	O	103
árbol	O	103
llamativo	O	103
Nombre	O	104
común:	O	104
Palmera	B	104
amarilla	I	104
Lugar	O	104
de	O	104
origen:	O	104
Madagascar	O	104
Especie	O	105
resistente,	O	105
de	O	105
rápido	O	105
crecimiento,	O	105
que	O	105
agradece	O	105
los	O	105
riegos	O	105
para	O	105
un	O	105
desarrollo	O	105
óptimo	O	105
(Guamito,	O	106
palmera	O	106
plateada)	O	106
Coccothrinax	B	106
crinita	I	106
Becc	O	106
Familia:	O	107
Tamaricaceae	O	107
Nombre	O	107
común:	O	107
Taray	B	107
de	I	107
flores	I	107
pequeñas	I	107
Lugar	O	107
de	O	107
origen:	O	107
Especie	O	107
originaria	O	107
del	O	107
ámbito	O	107
del	O	107
Mar	O	107
Egeo	O	107
y	O	107
los	O	107
Balcanes	O	107
y	O	107
presumiblemente	O	107
del	O	107
Norte	O	107
de	O	107
Africa	O	107
Etimología:	O	108
Prunus,	O	108
nombre	O	108
latino	O	108
del	O	108
ciruelo	B	108
silvestre	I	108
Piña	O	109
ovoide-cónica,	O	109
colgante,	O	109
de	O	109
5-10	O	109
cm	O	109
de	O	109
longitud,	O	109
de	O	109
color	O	109
marrón	O	109
claro,	O	109
con	O	109
brácteas	O	109
trífidas	O	109
que	O	109
sobresalen	O	109
entre	O	109
las	O	109
escamas	O	109
de	O	109
la	O	109
piña	O	109
Familia:	O	110
Salicaceae	O	110
Sinónimos:	O	110
Populus	B	110
alba	I	110
var	O	110
Muy	O	111
empleado	O	111
como	O	111
ornamental	O	111
y	O	111
en	O	111
repoblaciones	O	111
forestales	O	111
Los	O	112
suelos	O	112
deben	O	112
ser	O	112
frescos	O	112
y	O	112
drenantes,	O	112
perjudicándoles	O	112
los	O	112
calcáreos	O	112
OCOTEA	B	113
FOETENS	I	113
(Ait	O	113
Familia:	O	114
Tamaricaceae	O	114
Nombre	O	114
común:	O	114
Taray,	O	114
tamariz	B	114
negro	I	114
Lugar	O	114
de	O	114
origen:	O	114
Especie	O	114
autóctona	O	114
que	O	114
se	O	114
extiende	O	114
por	O	114
el	O	114
Oeste	O	114
de	O	114
Europa,	O	114
Noroeste	O	114
de	O	114
Africa	O	114
e	O	114
Islas	O	114
Canarias	O	114
Zona	O	115
9	O	115
CORYLUS	B	115
AVELLANA	I	115
L	O	115
5	O	116
cm	O	116
Arbolito	O	117
de	O	117
porte	O	117
elegante,	O	117
resistente,	O	117
que	O	117
admite	O	117
la	O	117
sequedad	O	117
y	O	117
toda	O	117
clase	O	117
de	O	117
suelos,	O	117
incluso	O	117
la	O	117
cercanía	O	117
a	O	117
la	O	117
costa	O	117
Familia:	O	118
Salicaceae	O	118
Nombre	O	118
común:	O	118
Álamo	B	118
temblón	I	118
Inflorescencias	O	119
masculinas	O	119
verde-amarillentas,	O	119
las	O	119
femeninas	O	119
verdosas	O	119
o	O	119
rojizas	O	119
,	O	120
Pithecellobium	B	120
saman	I	120
(Jacq	O	120
)	O	121
Standley	O	121
Nombre	O	121
común:	O	121
Lapacho	B	121
negro,	I	121
Lapacho	B	121
morado	I	121
Pink	O	121
trumpet	O	121
tree,	O	121
Purple	O	121
lapacho	O	121
Lugar	O	121
de	O	121
origen:	O	121
Brasil,	O	121
Bolivia,	O	121
Paraguay,	O	121
Argentina	O	121
Zona	O	122
10-11	O	122
PERSEA	B	122
INDICA	I	122
(L	O	122
,	O	123
(Se	O	123
incluye	O	123
aquí	O	123
Pinanga	B	123
kuhlii	I	123
Blume,	I	123
muy	O	123
similar)	O	123
Nombre	O	123
común:	O	123
Pinanga	O	123
de	O	123
corona	O	123
Lugar	O	123
de	O	123
origen:	O	123
Sumatra,	O	123
Java	O	123
8-2	O	124
cm	O	124
de	O	124
longitud,	O	124
oblongo-lanceolados,	O	124
algo	O	124
aserrados	O	124
en	O	124
el	O	124
borde	O	124
Nombre	O	125
común:	O	125
Cedro	B	125
del	I	125
Atlas	I	125
Atlas	O	125
cedar	O	125
Nombre	O	125
común:	O	125
Cedro	O	125
del	O	125
Atlas	O	125
Familia:	O	126
Betulaceae	O	126
Nombre	O	126
común:	O	126
Carpe	B	126
negro	I	126
europeo	I	126
Hop	O	126
hornbeam	O	126
Lugar	O	126
de	O	126
origen:	O	126
Especie	O	126
nativa	O	126
del	O	126
sureste	O	126
de	O	126
Europa,	O	126
alcanzando	O	126
el	O	126
Cáucaso	O	126
y	O	126
Asia	O	126
Menor	O	126
Etimología:	O	127
Acacia,	O	127
del	O	127
griego	O	127
akis	O	127
=punta,	O	127
aludiendo	O	127
a	O	127
las	O	127
espinas	O	127
de	O	127
las	O	127
especies	O	127
de	O	127
acacias	O	127
africanas,	O	127
ya	O	127
que	O	127
las	O	127
australianas	O	127
normalmente	O	127
carecen	O	127
de	O	127
ellas	O	127
Nombre	O	128
común:	O	128
Falso	B	128
olivo	I	128
False	O	128
olive	O	128
Lugar	O	128
de	O	128
origen:	O	128
Madagascar	O	128
e	O	128
Islas	O	128
Mauricio	O	128
(Licuala)	O	129
Licuala	B	129
spinosa	I	129
Thunb	O	129
(Kentia)	O	130
