token_id	words	labels
14	tropical	O

1	Etimología:	O
2	Género	O
3	dedicado	O
4	a	O
5	los	O
6	hermanos	O
7	Bauhin,	O
8	botánicos	O
9	suizos	O
10	del	O
11	siglo	O
12	XVI-XVII	O

1	Variegata,	O
2	significa	O
3	de	O
4	varios	O
5	colores,	O
6	aludiendo	O
7	a	O
8	que	O
9	el	O
10	árbol	O
11	produce	O
12	flores	O
13	blancas	O
14	o	O
15	lila	O
16	intenso	O

1	Descripción:	O
2	Arbolito	O
3	o	O
4	arbusto	O
5	caducifolio	O
6	de	O
7	5-7	O
8	m	O
9	de	O
10	altura,	O
11	con	O
12	la	O
13	corteza	O
14	más	O
15	o	O
16	menos	O
17	lisa	O
18	y	O
19	las	O
20	ramillas	O
21	jóvenes	O
22	pubescentes	O

1	Hojas	O
2	simples,	O
3	de	O
4	anchamente	O
5	ovadas	O
6	a	O
7	suborbiculares,	O
8	de	O
9	unos	O
10	6-12	O
11	cm	O
12	de	O
13	diámetro,	O
14	con	O
15	nervios	O
16	patentes	O

1	Tienen	O
2	dos	O
3	lóbulos	O
4	redondeados	O
5	y	O
6	la	O
7	base	O
8	cordada	O

1	Haz	O
2	de	O
3	color	O
4	glauco,	O
5	glabro	O

1	Pecíolo	O
2	de	O
3	3-4	O
4	cm	O
5	Flores	O
6	en	O
7	racimos	O
8	cortos	O
9	que	O
10	nacen	O
11	principalmente	O
12	en	O
13	las	O
14	ramas	O
15	viejas,	O
16	con	O
17	pocas	O
18	flores	O

1	Cáliz	O
2	en	O
3	forma	O
4	de	O
5	espata	O

1	Pétalos	O
2	con	O
3	los	O
4	bordes	O
5	rizados,	O
6	obovados,	O
7	de	O
8	4-5	O
9	cm	O
10	de	O
11	longitud,	O
12	de	O
13	color	O
14	blanco	O
15	en	O
16	el	O
17	cultivar	O
18	'Candida',	O
19	rosado	O
20	o	O
21	púrpura	O

1	Estambres	O
2	en	O
3	número	O
4	de	O
5	5	O
6	y	O
7	desiguales	O

1	Florece	O
2	en	O
3	Abril-Mayo,	O
4	y	O
5	en	O
6	ocasiones	O
7	produce	O
8	una	O
9	segunda	O
10	floración	O
11	tardía	O
12	de	O
13	menor	O
14	intensidad	O

1	Fruto	O
2	en	O
3	legumbre	O
4	dehiscente	O
5	de	O
6	hasta	O
7	20	O
8	cm	O
9	de	O
10	longitud	O
11	y	O
12	2	O
13	cm	O
14	de	O
15	anchura,	O
16	con	O
17	10-20	O
18	semillas	O
19	achatadas	O
20	de	O
21	10-15	O
22	mm	O
23	de	O
24	diámetro	O
25	de	O
26	color	O
27	marrón	O
28	claro	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas,	O
8	que	O
9	germinan	O
10	bastante	O
11	bien	O
12	sin	O
13	tratamientos	O
14	previos	O
15	para	O
16	reblandecer	O
17	la	O
18	cubierta	O

1	Especie	O
2	que	O
3	relativamente	O
4	soporta	O
5	el	O
6	frío	O
7	invernal	O
8	del	O
9	Mediterráneo	O

1	Es	O
2	preferible	O
3	colocarla	O
4	en	O
5	situaciones	O
6	soleadas	O
7	y	O
8	protegidas	O
9	de	O
10	vientos	O
11	fríos	O

1	No	O
2	vegeta	O
3	bien,	O
4	al	O
5	parecer,	O
6	en	O
7	suelos	O
8	compactos	O

1	Cuando	O
2	pequeña	O
3	recuerda	O
4	mucho	O
5	al	O
6	Cercis	O
7	siliquastrum	O

1	Se	O
2	cultiva	O
3	aislado,	O
4	en	O
5	grupos	O
6	o	O
7	como	O
8	arbolito	O
9	de	O
10	alineaciones	O
11	para	O
12	aceras	O
13	estrechas	O

1	Zona	O
2	9-10	O
3	BAUHINIA	O
4	FORFICATA	O
5	Link	O
6	Familia:	O
7	Caesalpiniaceae	O
8	Sinónimos:	O
9	Bauhinia	O
10	candicans	O
11	Benth	O

1	Nombre	O
2	común:	O
3	Árbol	O
4	orquídea	O
5	Orchid	O
6	tree	O
7	Lugar	O
8	de	O
9	origen:	O
10	Nativo	O
11	de	O
12	Perú,	O
13	Bolivia,	O
14	Brasil,	O
15	Uruguay,	O
16	Paraguay	O
17	y	O
18	Argentina	O

1	Etimología:	O
2	Género	O
3	dedicado	O
4	a	O
5	los	O
6	hermanos	O
7	Bauhin,	O
8	botánicos	O
9	suizos	O
10	del	O
11	siglo	O
12	XVI-XVII	O

1	Forficata,	O
2	del	O
3	latín	O
4	forficatus-a-um,	O
5	en	O
6	forma	O
7	de	O
8	tijera,	O
9	aludiendo	O
10	a	O
11	los	O
12	pétalos	O
13	de	O
14	la	O
15	flor	O
16	probablemente	O

1	Descripción:	O
2	Arbolito	O
3	espinoso	O
4	de	O
5	3-8	O
6	m	O
7	de	O
8	altura	O
9	con	O
10	hojas	O
11	simples,	O
12	ovadas,	O
13	de	O
14	8-12	O
15	cm	O
16	de	O
17	longitud,	O
18	con	O
19	lóbulos	O
20	agudos	O
21	o	O
22	subagudos	O

1	Flores	O
2	axilares	O
3	dispuestas	O
4	en	O
5	grupos	O
6	de	O
7	dos	O
8	o	O
9	tres	O
10	hacia	O
11	los	O
12	extremos	O
13	de	O
14	las	O
15	ramas	O

1	Los	O
2	botones	O
3	florales	O
4	se	O
5	encuentran	O
6	recubiertos	O
7	de	O
8	un	O
9	indumento	O
10	fino	O
11	de	O
12	color	O
13	ocre	O
14	cobrizo	O

1	Cáliz	O
2	tubuloso	O

1	Pétalos	O
2	de	O
3	lineares	O
4	a	O
5	oblongos,	O
6	de	O
7	5-10	O
8	cm	O
9	de	O
10	longitud	O
11	y	O
12	de	O
13	color	O
14	blanco	O

1	10	O
2	estambres	O
3	de	O
4	desigual	O
5	longitud	O

1	Legumbre	O
2	leñosa	O
3	de	O
4	hasta	O
5	15	O
6	cm	O
7	de	O
8	longitud	O
9	con	O
10	pocas	O
11	semillas	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas,	O
8	las	O
9	cuáles	O
10	deben	O
11	someterse	O
12	a	O
13	tratamientos	O
14	de	O
15	presiembra	O
16	para	O
17	ablandar	O
18	las	O
19	cubiertas	O

1	También	O
2	se	O
3	puede	O
4	multiplicar	O
5	por	O
6	esquejes	O
7	y	O
8	acodos	O

1	Árbol	O
2	que	O
3	tolera	O
4	algo	O
5	la	O
6	sequía	O
7	y	O
8	bastante	O
9	resistente,	O
10	necesitando	O
11	una	O
12	exposición	O
13	soleada	O
14	y	O
15	un	O
16	clima	O
17	templado	O

1	La	O
2	madera	O
3	de	O
4	este	O
5	árbol	O
6	tiene	O
7	usos	O
8	locales	O
9	en	O
10	carpintería	O

1	Al	O
2	parecer	O
3	la	O
4	corteza	O
5	y	O
6	las	O
7	hojas	O
8	tienen	O
9	propiedades	O
10	medicinales	O

1	Zona	O
2	8-9	O
3	BAUHINIA	O
4	x	O
5	BLAKEANA	O
6	Dunn	O
7	Familia:	O
8	Caesalpiniaceae	O
9	(Leguminosae)	O
10	Nombre	O
11	común:	O
12	árbol	O
13	orquídea	O
14	de	O
15	Hong	O
16	Kong	O
17	Hong	O
18	Kong	O
19	orchid	O
20	tree,	O
21	Purple	O
22	orchid	O
23	tree	O
24	Lugar	O
25	de	O
26	origen:	O
27	probable	O
28	cruce	O
29	entre	O
30	Bauhinia	O
31	purpurea	O
32	y	O
33	Bauhinia	O
34	variegata	O
35	hallado	O
36	en	O
37	Hong	O
38	Kong	O
39	en	O
40	1880	O
41	Etimología:	O
42	Género	O
43	dedicado	O
44	a	O
45	los	O
46	hermanos	O
47	Bauhin,	O
48	botánicos	O
49	suizos	O
50	del	O
51	siglo	O
52	XVI-XVII	O

1	Blakeana,	O
2	dedicada	O
3	a	O
4	Sir	O
5	Henry	O
6	Blake,	O
7	gobernador	O
8	de	O
9	Hong	O
10	Kong	O
11	desde	O
12	1898	O
13	a	O
14	1903	O
15	y	O
16	gran	O
17	amante	O
18	de	O
19	la	O
20	botánica	O

1	Descripción:	O
2	Arbolito	O
3	semicaducifolio	O
4	de	O
5	4-5	O
6	m	O
7	de	O
8	altura,	O
9	con	O
10	ramas	O
11	extendidas	O
12	o	O
13	algo	O
14	colgantes	O

1	Hojas	O
2	alternas,	O
3	simples,	O
4	suborbiculares,	O
5	de	O
6	8-15	O
7	cm	O
8	de	O
9	longitud,	O
10	con	O
11	dos	O
12	lóbulos	O
13	agudos	O
14	o	O
15	redondeados,	O
16	glabras	O

1	Pecíolo	O
2	de	O
3	unos	O
4	4	O
5	cm	O
6	de	O
7	longitud	O

1	Racimos	O
2	laterales	O
3	o	O
4	terminales	O
5	con	O
6	flores	O
7	de	O
8	cáliz	O
9	tubular	O
10	y	O
11	corola	O
12	con	O
13	5	O
14	pétalos	O
15	extendidos	O
16	de	O
17	color	O
18	púrpura,	O
19	el	O
20	superior	O
21	algo	O
22	más	O
23	oscuro	O

1	Androceo	O
2	con	O
3	5	O
4	estambres	O
5	de	O
6	filamentos	O
7	rosados	O

1	Fruto	O
2	rara	O
3	vez	O
4	producido	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	esquejes	O
8	o	O
9	acodo	O
10	aéreo	O
11	ya	O
12	que	O
13	raramente	O
14	produce	O
15	semillas	O

1	Arbolito	O
2	algo	O
3	delicado	O
4	al	O
5	frío	O
6	que	O
7	requiere	O
8	exposición	O
9	soleada	O
10	y	O
11	suelos	O
12	de	O
13	tipo	O
14	medio,	O
15	bien	O
16	drenados	O

1	La	O
2	poda	O
3	de	O
4	formación	O
5	le	O
6	ayudará	O
7	a	O
8	adquirir	O
9	su	O
10	porte	O

1	Su	O
2	flor	O
3	es	O
4	el	O
5	emblema	O
6	de	O
7	Hong	O
8	Kong	O
9	desde	O
10	1965	O

1	Zona	O
2	9-11	O
3	LAGUNARIA	O
4	PATERSONII	O
5	(Andrews)	O
6	G	O

1	Familia:	O
2	Malvaceae	O
3	Sinónimos:	O
4	Hibiscus	O
5	patersonii	O
6	Andrews	O
7	Nombre	O
8	común:	O
9	Lagunaria,	O
10	árbol	B
11	pica-pica	I

1	Lugar	O
2	de	O
3	origen:	O
4	Australia,	O
5	Isla	O
6	de	O
7	Norfolk	O

1	Etimología:	O
2	Lagunaria,	O
3	alude	O
4	al	O
5	parecido	O
6	con	O
7	Lagunaea,	O
8	antiguo	O
9	género	O
10	de	O
11	la	O
12	misma	O
13	familia,	O
14	ahora	O
15	incluido	O
16	en	O
17	Hibiscus,	O
18	que	O
19	fue	O
20	puesto	O
21	en	O
22	honor	O
23	del	O
24	botánico	O
25	español	O
26	Andrés	O
27	de	O
28	Laguna	O
29	(siglo	O
30	XV-XVI)	O

1	Patersonii,	O
2	en	O
3	honor	O
4	del	O
5	botánico	O
6	y	O
7	explorador	O
8	escocés	O
9	W	O

1	Paterson,	O
2	quien	O
3	al	O
4	parecer	O
5	envió	O
6	por	O
7	primera	O
8	vez	O
9	semillas	O
10	de	O
11	esta	O
12	planta	O
13	a	O
14	Inglaterra	O

1	Descripción:	O
2	Árbol	O
3	siempreverde	O
4	de	O
5	mediano	O
6	porte	O
7	y	O
8	copa	O
9	piramidal,	O
10	densa,	O
11	de	O
12	color	O
13	verde	O
14	claro,	O
15	que	O
16	puede	O
17	alcanzar	O
18	10-14	O
19	m	O
20	de	O
21	altura	O

1	Las	O
2	ramillas	O
3	son	O
4	tomentosas	O
5	y	O
6	la	O
7	corteza,	O
8	cuando	O
9	adulto,	O
10	es	O
11	grisácea	O
12	y	O
13	fisurada	O
14	longitudinalmente	O

1	Hojas	O
2	de	O
3	oblongas	O
4	a	O
5	anchamente	O
6	lanceoladas,	O
7	de	O
8	7-10	O
9	cm	O
10	de	O
11	longitud,	O
12	de	O
13	borde	O
14	entero,	O
15	de	O
16	color	O
17	verde	O
18	oscuro	O
19	en	O
20	el	O
21	haz	O
22	y	O
23	recubiertas	O
24	de	O
25	tomento	O
26	blanquecino	O
27	en	O
28	el	O
29	envés	O

1	Las	O
2	hojas	O
3	jóvenes	O
4	son	O
5	de	O
6	color	O
7	verde	O
8	pálido,	O
9	contrastando	O
10	con	O
11	las	O
12	adultas	O

1	Las	O
2	flores	O
3	son	O
4	axilares,	O
5	solitarias,	O
6	apareciendo	O
7	en	O
8	los	O
9	meses	O
10	de	O
11	Junio	O
12	a	O
13	Agosto	O

1	Miden	O
2	3-5	O
3	cm	O
4	de	O
5	diámetro	O
6	y	O
7	tienen	O
8	el	O
9	cáliz	O
10	tomentoso	O
11	y	O
12	5	O
13	pétalos	O
14	recurvados	O
15	de	O
16	color	O
17	rosa	O

1	Los	O
2	frutos	O
3	son	O
4	capsulares,	O
5	tomentosos,	O
6	de	O
7	forma	O
8	alargada,	O
9	secos	O
10	y	O
11	dehiscentes	O
12	en	O
13	su	O
14	madurez	O

1	En	O
2	su	O
3	interior	O
4	contienen	O
5	pelillos	O
6	irritantes	O
7	entre	O
8	las	O
9	semillas,	O
10	por	O
11	lo	O
12	que	O
13	se	O
14	debe	O
15	tener	O
16	cuidado	O
17	con	O
18	ellos	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	y	O
9	también	O
10	por	O
11	esquejes	O

1	Es	O
2	planta	O
3	de	O
4	fácil	O
5	cultivo	O
6	que	O
7	requiere	O
8	exposición	O
9	soleada	O
10	y	O
11	suelos	O
12	que	O
13	drenen	O
14	bien,	O
15	floreciendo	O
16	de	O
17	esta	O
18	manera	O
19	en	O
20	mayor	O
21	abundancia	O

1	Las	O
2	plantas	O
3	jóvenes	O
4	deben	O
5	ser	O
6	protegidas	O
7	del	O
8	frío,	O
9	que	O
10	llega	O
11	a	O
12	perjudicarles	O

1	Admite	O
2	perfectamente	O
3	las	O
4	podas	O

1	Es	O
2	buena	O
3	especie	O
4	para	O
5	alineaciones	O
6	por	O
7	su	O
8	porte	O
9	cerrado	O
10	y	O
11	piramidal	O

1	SCHEFFLERA	O
2	ACTINOPHYLLA	O
3	(Endl	O

1	)	O
2	Harms	O
3	Familia:	O
4	Araliaceae	O
5	Sinónimos:	O
6	Brassaia	O
7	actinophylla	O
8	Endl	O

1	Nombre	O
2	común:	O
3	Árbol	B
4	pulpo	I
5	Lugar	O
6	de	O
7	origen:	O
8	Nativo	O
9	de	O
10	Australia	O
11	y	O
12	Nueva	O
13	Guinea	O

1	Etimología:	O
2	Schefflera,	O
3	dedicado	O
4	a	O
5	Jacob	O
6	Christian	O
7	Scheffler,	O
8	botánico	O
9	alemán	O
10	del	O
11	siglo	O
12	XVIII	O

1	Actinophylla,	O
2	del	O
3	griego	O
4	aktis	O
5	=	O
6	rayo	O
7	y	O
8	phyllon	O
9	=	O
10	hoja,	O
11	aludiendo	O
12	a	O
13	la	O
14	forma	O
15	radial	O
16	de	O
17	disponerse	O
18	las	O
19	hojas	O

1	Descripción:	O
2	Árbol	O
3	de	O
4	7-8	O
5	m	O
6	de	O
7	altura,	O
8	con	O
9	la	O
10	corteza	O
11	lisa,	O
12	de	O
13	color	O
14	gris	O
15	claro	O

1	Hojas	O
2	palmaticompuestas,	O
3	con	O
4	7-16	O
5	folíolos	O
6	subcoriáceos,	O
7	de	O
8	elípticos	O
9	a	O
10	obovados,	O
11	de	O
12	15-30	O
13	cm	O
14	de	O
15	longitud,	O
16	con	O
17	el	O
18	ápice	O
19	de	O
20	acuminado	O
21	a	O
22	redondeado	O
23	o	O
24	emarginado	O

1	Peciólulos	O
2	de	O
3	35-60	O
4	cm	O
5	de	O
6	longitud	O

1	Son	O
2	de	O
3	color	O
4	verde	O
5	claro	O
6	por	O
7	ambas	O
8	caras	O

1	Flores	O
2	sésiles,	O
3	de	O
4	color	O
5	rojo,	O
6	dispuestas	O
7	en	O
8	racimos	O
9	terminales	O
10	de	O
11	espigas	O
12	que	O
13	pueden	O
14	medir	O
15	hasta	O
16	1	O
17	m	O
18	de	O
19	longitud	O
20	cada	O
21	una	O

1	Fruto	O
2	en	O
3	drupa	O
4	de	O
5	purpúreo	O
6	a	O
7	negruzco,	O
8	sésil	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	o	O
9	por	O
10	esquejes	O

1	Planta	O
2	que	O
3	requiere	O
4	buenos	O
5	suelos	O
6	que	O
7	drenen	O
8	bien	O

1	Vegeta	O
2	a	O
3	pleno	O
4	sol	O
5	o	O
6	a	O
7	media	O
8	sombra	O

1	Se	O
2	cultiva	O
3	como	O
4	planta	O
5	de	O
6	interior,	O
7	pero	O
8	en	O
9	climas	O
10	templados,	O
11	sin	O
12	heladas,	O
13	puede	O
14	cultivarse	O
15	al	O
16	exterior	O
17	con	O
18	éxito,	O
19	llegando	O
20	a	O
21	alcanzar	O
22	portes	O
23	notables	O

1	Zona	O
2	10-11	O
3	RADERMACHERA	O
4	SINICA	O
5	(Hance)	O
6	Hemsl	O

1	Familia:	O
2	Bignoniaceae	O
3	Sinónimos:	O
4	Stereospermum	O
5	sinicum	O
6	Hance	O
7	Nombre	O
8	común:	O
9	Árbol	B
10	serpiente	I

1	Lugar	O
2	de	O
3	origen:	O
4	Nativo	O
5	del	O
6	Sur	O
7	de	O
8	China	O
9	y	O
10	Taiwan	O

1	Etimología:Radermachera	O
2	=	O
3	?	O

1	Sinica,	O
2	del	O
3	latín	O
4	sinicus-aum,	O
5	procedente	O
6	de	O
7	China	O

1	Descripción:	O
2	Árbol	O
3	caducifolio	O
4	o	O
5	siempreverde,	O
6	dependiendo	O
7	del	O
8	clima,	O
9	de	O
10	5-6	O
11	m	O
12	de	O
13	altura	O
14	en	O
15	cultivo	O

1	Hojas	O
2	bipinnadas	O
3	con	O
4	folíolos	O
5	de	O
6	elípticos	O
7	a	O
8	ovados,	O
9	acuminados,	O
10	enteros	O
11	o	O
12	a	O
13	veces	O
14	lobulados	O
15	irregularmente,	O
16	de	O
17	4-6	O
18	cm	O
19	de	O
20	longitud	O
21	y	O
22	de	O
23	color	O
24	verde	O
25	oscuro	O
26	brillante	O

1	Flores	O
2	blancas	O
3	en	O
4	panículas	O
5	terminales,	O
6	tubulares,	O
7	de	O
8	1012	O
9	cm	O
10	de	O
11	longitud,	O
12	con	O
13	5	O
14	lóbulos	O
15	desiguales	O

1	Cápsula	O
2	linear	O
3	de	O
4	unos	O
5	40-50	O
6	cm	O
7	de	O
8	longitud,	O
9	dehiscente	O

1	Semillas	O
2	aladas	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Aunque	O
5	es	O
6	muy	O
7	utilizado	O
8	como	O
9	planta	O
10	de	O
11	interior,	O
12	en	O
13	zonas	O
14	de	O
15	clima	O
16	suave	O
17	se	O
18	puede	O
19	cultivar	O
20	al	O
21	exterior	O
22	perfectamente,	O
23	alcanzando	O
24	el	O
25	porte	O
26	de	O
27	arbolito	O

1	Va	O
2	bien	O
3	en	O
4	zonas	O
5	de	O
6	media	O
7	sombra	O
8	o	O
9	a	O
10	pleno	O
11	sol,	O
12	y	O
13	gusta	O
14	de	O
15	suficientes	O
16	riegos,	O
17	desfoliándose	O
18	en	O
19	caso	O
20	de	O
21	sequía	O

1	Se	O
2	multiplica	O
3	por	O
4	semillas	O

1	Zona	O
2	9	O
3	MICHELIA	O
4	FIGO	O
5	(Lour	O

1	)	O
2	Spreng	O

1	Familia:	O
2	Magnoliaceae	O
3	Sinónimos:	O
4	Liriodendron	O
5	figo	O
6	Lour	O

1	,	O
2	Michelia	O
3	fuscata	O
4	(Andrews)	O
5	Wall	O

1	Nombre	O
2	común:	O
3	Arbusto	O
4	de	O
5	la	O
6	banana	O
7	Banana	O
8	shrub,	O
9	Port	O
10	Vine	O
11	Magnolia	O
12	Lugar	O
13	de	O
14	origen:	O
15	sureste	O
16	de	O
17	China	O

1	Etimología:	O
2	Michelia,	O
3	dedicado	O
4	a	O
5	Pietro	O
6	A	O

1	Micheli	O
2	(16791737),	O
3	botánico	O
4	florentino	O

1	Figo,	O
2	probablemente	O
3	del	O
4	portugués	O
5	figo,	O
6	higo	O

1	Descripción:	O
2	Arbusto	O
3	o	O
4	arbolito	O
5	siempreverde	O
6	de	O
7	3-6	O
8	m	O
9	de	O
10	altura,	O
11	con	O
12	la	O
13	copa	O
14	redondeada	O
15	y	O
16	hojas	O
17	alternas,	O
18	enteras,	O
19	coriáceas,	O
20	glabras,	O
21	elípticas	O
22	u	O
23	oblanceoladas,	O
24	de	O
25	3-9	O
26	x	O
27	2-4	O
28	cm,	O
29	con	O
30	el	O
31	ápice	O
32	acuminado	O

1	Haz	O
2	verde	O
3	oscuro	O
4	brillante	O
5	y	O
6	envés	O
7	más	O
8	claro	O

1	Pecíolo	O
2	de	O
3	3-5	O
4	mm	O
5	de	O
6	longitud	O

1	Flores	O
2	solitarias,	O
3	axilares,	O
4	con	O
5	olor	O
6	intenso	O
7	a	O
8	plátano;	O
9	tienen	O
10	forma	O
11	de	O
12	copa,	O
13	de	O
14	3-4	O
15	cm	O
16	de	O
17	diámetro,	O
18	con	O
19	6	O
20	tépalos	O
21	de	O
22	color	O
23	amarillo	O
24	crema	O
25	con	O
26	los	O
27	bordes	O
28	rojizos	O

1	Infructescencias	O
2	cilíndricas,	O
3	de	O
4	2-4	O
5	cm	O
6	de	O
7	longitud	O

1	Semillas	O
2	con	O
3	la	O
4	cubierta	O
5	externa	O
6	de	O
7	color	O
8	rojo	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	y	O
9	por	O
10	esquejes	O

1	Florece	O
2	en	O
3	primavera	O
4	y	O
5	verano	O

1	Requiere	O
2	suelos	O
3	francos,	O
4	ácidos	O
5	o	O
6	neutros,	O
7	no	O
8	calcáreos,	O
9	frescos	O
10	o	O
11	húmedos,	O
12	con	O
13	mantillo	O

1	Adecuado	O
2	para	O
3	situaciones	O
4	parcialmente	O
5	sombreadas	O

1	Interesante	O
2	por	O
3	su	O
4	llamativa	O
5	floración	O
6	y	O
7	su	O
8	aroma	O

1	De	O
2	sus	O
3	flores	O
4	se	O
5	extrae	O
6	un	O
7	aceite	O
8	esencial	O
9	usado	O
10	en	O
11	perfumería	O

1	Una	O
2	variedad	O
3	suya	O
4	es	O
5	M	O

1	figo	O
2	var	O

1	crassipes	O
2	(Y	O

1	Law)	O
2	B	O

1	Chen	O
2	&	O
3	Noot	O

1	crassipes	O
2	Y	O

1	Law)	O
2	de	O
3	tépalos	O
4	de	O
5	color	O
6	púrpura	O

1	Zona	O
2	7	O
3	CALLIANDRA	O
4	TWEEDII	O
5	Benth	O

1	Familia:	O
2	Mimosaceae	O
3	Nombre	O
4	común:	O
5	Arbusto	B
6	de	I
7	la	I
8	llama	I
9	Lugar	O
10	de	O
11	origen:	O
12	Brasil	O

1	Etimología:	O
2	Calliandra,	O
3	del	O
4	griego	O
5	kalli	O
6	=	O
7	hermoso	O
8	y	O
9	andros	O
10	=	O
11	masculino,	O
12	refiriéndose	O
13	a	O
14	los	O
15	estambres	O
16	bellamente	O
17	coloreados	O

1	Tweedii,	O
2	en	O
3	honor	O
4	del	O
5	botánico	O
6	J	O

1	Tweedie	O
2	(1775-1862)	O

1	Descripción:	O
2	Arbusto	O
3	o	O
4	arbolillo	O
5	de	O
6	2-3	O
7	m	O
8	de	O
9	altura,	O
10	con	O
11	ramillas	O
12	nuevas	O
13	pubescentes	O
14	y	O
15	más	O
16	tarde	O
17	glabras	O

1	Hojas	O
2	bipinnadas,	O
3	con	O
4	4	O
5	pares	O
6	de	O
7	pinnas	O
8	de	O
9	15-20	O
10	pares	O
11	de	O
12	folíolos	O
13	oblongos,	O
14	ligeramente	O
15	falcados,	O
16	de	O
17	unos	O
18	4-6	O
19	mm	O
20	de	O
21	longitud	O

1	Flores	O
2	en	O
3	cabezuelas	O
4	axilares,	O
5	solitarias,	O
6	de	O
7	unos	O
8	6	O
9	cm	O
10	de	O
11	diámetro,	O
12	con	O
13	numerosos	O
14	y	O
15	llamativos	O
16	estambres	O
17	de	O
18	color	O
19	rojo	O

1	Legumbre	O
2	pubescente,	O
3	oblongo-lanceolada,	O
4	de	O
5	3-6	O
6	cm	O
7	de	O
8	longitud	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Requiere	O
5	zonas	O
6	de	O
7	clima	O
8	benigno	O
9	o	O
10	lugares	O
11	protegidos,	O
12	perjudicándole	O
13	los	O
14	fríos	O

1	Tiene	O
2	crecimiento	O
3	rápido	O
4	y	O
5	vegeta	O
6	mejor	O
7	en	O
8	suelos	O
9	sueltos	O

1	Requiere	O
2	de	O
3	una	O
4	poda	O
5	de	O
6	formación	O
7	para	O
8	darle	O
9	porte	O
10	de	O
11	arbolito	O

1	Zona	O
2	10-11	O
3	QUILLAJA	O
4	SAPONARIA	O
5	Mol	O

1	Familia:	O
2	Rosaceae	O
3	Nombre	O
4	común:	O
5	Quillay,	O
6	Arbusto	B
7	del	I
8	jabón	I

1	Lugar	O
2	de	O
3	origen:	O
4	Especie	O
5	originaria	O
6	de	O
7	Chile	O
8	y	O
9	Perú	O

1	Etimología:	O
2	Quillaja,	O
3	de	O
4	su	O
5	nombre	O
6	popular	O
7	chileno	O

1	Saponaria,	O
2	del	O
3	latín	O
4	sapo	O
5	=	O
6	jabón,	O
7	por	O
8	su	O
9	corteza	O
10	rica	O
11	en	O
12	saponinas	O

1	Descripción:	O
2	Arbusto	O
3	o	O
4	arbolito	O
5	de	O
6	hasta	O
7	20	O
8	m	O

1	de	O
2	talla,	O
3	con	O
4	las	O
5	ramillas	O
6	pubescentes	O

1	Hojas	O
2	coriáceas,	O
3	subsentadas,	O
4	de	O
5	elípticas	O
6	a	O
7	ovadas,	O
8	de	O
9	3-5	O
10	cm	O

1	de	O
2	longitud;	O
3	enteras,	O
4	de	O
5	margen	O
6	someramente	O
7	denticulado,	O
8	obtusas	O
9	o	O
10	subagudas	O

1	Haz	O
2	lustroso	O

1	Flores	O
2	blanquecinas	O
3	de	O
4	alrededor	O
5	de	O
6	1	O
7	cm	O

1	de	O
2	diámetro	O
3	dispuestas	O
4	generalmente	O
5	en	O
6	pequeños	O
7	corimbos	O
8	terminales,	O
9	o	O
10	bien	O
11	solitarias	O
12	o	O
13	sobre	O
14	pedúnculos	O
15	de	O
16	3-5	O
17	flores	O

1	Folículos	O
2	estrellados,	O
3	coriáceos,	O
4	tomentosos,	O
5	de	O
6	2-3	O
7	cm	O

1	de	O
2	diámetro,	O
3	conteniendo	O
4	numerosas	O
5	semillas	O
6	aladas	O
7	Datos	O
8	de	O
9	cultivo:	O
10	Se	O
11	multiplica	O
12	por	O
13	semillas	O

1	Requiere	O
2	suelos	O
3	de	O
4	tipo	O
5	medio	O
6	y	O
7	soporta	O
8	bastante	O
9	el	O
10	frío	O

1	Su	O
2	corteza	O
3	es	O
4	rica	O
5	en	O
6	saponinas,	O
7	empleada	O
8	para	O
9	limpiar	O
10	géneros	O
11	de	O
12	lana	O
13	y	O
14	seda	O

1	Posee	O
2	propiedades	O
3	medicinales	O

1	Zonas	O
2	8	O
3	a	O
4	10	O
5	ACER	O
6	NEGUNDO	O
7	L	O

1	Familia:	O
2	Aceraceae	O
3	Sinónimos:	O
4	Negundo	O
5	fraxinifolium	O
6	Nutt	O

1	,	O
2	Negundo	O
3	aceroides	O
4	Moench	O
5	Nombre	O
6	común:	O
7	Arce	O
8	Ash-leaved	O
9	maple,	O
10	Box	O
11	elder	O
12	Lugar	O
13	de	O
14	origen:	O
15	América	O
16	del	O
17	Norte	O

